file	line	definition(kernel owner)	token	Q1 position	message/head	in closure(drive)	in closure(consumer fine roots)	in closure(consumer step roots)	Q3 class	Q3 invariant / witness / need	cite	Q1 note
lean_frontend/generated/Core_reduction.lean	349	one_step_unseq_aux_lemFuel	failwithI	TAIL	( String.append "Core_reduction.one_step_unseq_aux ==> "  (CerbPP.stringFromCore_expr  e))	Y	Y	Y	UNKNOWN	needs a Core progress argument for Eunseq elements (which shapes survive evaluation) — bounded effort	core_reduction.lem one_step_unseq_aux	
lean_frontend/generated/Core_reduction.lean	357	one_step0	failwithI	TAIL	"TODO: Core_reduction.one_step, Ecase PEconstrained" : Option (one_step)) |  Ecase  pe  pa	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: PEconstrained is never introduced in the concrete model (only propagated: core_eval.lem:191-219); IntegerValue is single-constructor	core_eval.lem:191-219; CerbMem.lean:68-70	
lean_frontend/generated/Core_reduction.lean	357	one_step0	failwithI	NON-TAIL/ARGUMENT	"Core_reduction.one_step Ewseq saw a non-evaluated e1" : one_step)         ) |  Ewseq  pat	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape (dispatch order): step_ctx fully evaluates `Epure` sub-expressions (full_eval_pexpr, core_reduction.lem:1100) before one_step is applied to the Ewseq/Esseq	core_reduction.lem:1100; :391-413	
lean_frontend/generated/Core_reduction.lean	357	one_step0	failwithI	NON-TAIL/ARGUMENT	"Core_reduction.one_step Ewseq Eannot saw a non-evaluated e1" : one_step)         ) |  Ess	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape (dispatch order): step_ctx fully evaluates `Epure` sub-expressions (full_eval_pexpr, core_reduction.lem:1100) before one_step is applied to the Ewseq/Esseq	core_reduction.lem:1100; :391-413	
lean_frontend/generated/Core_reduction.lean	357	one_step0	failwithI	NON-TAIL/ARGUMENT	"Core_reduction.one_step Esseq saw a non-evaluated e1" : one_step)         ) |  Esseq  pat	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape (dispatch order): step_ctx fully evaluates `Epure` sub-expressions (full_eval_pexpr, core_reduction.lem:1100) before one_step is applied to the Ewseq/Esseq	core_reduction.lem:1100; :391-413	
lean_frontend/generated/Core_reduction.lean	357	one_step0	failwithI	NON-TAIL/ARGUMENT	"Core_reduction.one_step Esseq Eannot saw a non-evaluated e1" : one_step)         ) |  Esa	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape (dispatch order): step_ctx fully evaluates `Epure` sub-expressions (full_eval_pexpr, core_reduction.lem:1100) before one_step is applied to the Ewseq/Esseq	core_reduction.lem:1100; :391-413	
lean_frontend/generated/Core_reduction.lean	403	act_valueFromPexpr	failwithI	TAIL	"Core_reduction.step_action => PEconstrained" : Option (value)) |  z =>        valueFromPe	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: PEconstrained is never introduced in the concrete model (only propagated: core_eval.lem:191-219); IntegerValue is single-constructor	core_eval.lem:191-219; CerbMem.lean:68-70	
lean_frontend/generated/Core_reduction.lean	434	step_action	failwithI	TAIL	"TODO: Core_reduction.step_action => Store pe1 pe2 PEconstrained" : action_step) |  Store0	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: PEconstrained is never introduced in the concrete model (only propagated: core_eval.lem:191-219); IntegerValue is single-constructor	core_eval.lem:191-219; CerbMem.lean:68-70	
lean_frontend/generated/Core_reduction.lean	434	step_action	failwithI	TAIL	"Core_reduction.step_action ==> SeqRMW" : action_step) |  Alloc0  pe1  pe2  pref => (     	Y	Y	Y	UNREACHABLE-BY-INVARIANT	dispatch: step_ctx handles `Eaction (SeqRMW …)` itself (core_reduction.lem:1228) and never passes it to step_action ("this should not be possible")	core_reduction.lem:759-760, :1228	
lean_frontend/generated/Core_reduction.lean	434	step_action	failwithI	TAIL	"TODO[Core_reduction]: RMW" : action_step) |  Fence0  _ => (failwithI  "TODO[Core_reductio	Y	Y	Y	UNKNOWN	same family as Fence (C11 atomics); atomic_fetch_add is rejected by the desugarer (witness atomic_fetch_add.c: "desugaring failed" both engines), other RMW-producing forms untested	q3_witness_outputs.txt atomic_fetch_add	
lean_frontend/generated/Core_reduction.lean	434	step_action	failwithI	TAIL	"TODO[Core_reduction]: Fence" : action_step) |  CompareExchangeStrong  _  _  _  _  _  _ =>	Y	Y	Y	REACHABLE	witness tests/failure-probes/reach/atomic_fence.c (libc mode): both crash (oracle "internal error: TODO[Core_reduction]: Fence", Lean PANIC); input class WELL-TYPED UB-FREE C11 (atomic_thread_fence) — class (c) concurrency-feature refusal	reach/README.md atomic_fence	
lean_frontend/generated/Core_reduction.lean	434	step_action	failwithI	TAIL	"TODO[Core_reduction]: CompareExchangeStrong" : action_step) |  CompareExchangeWeak  _  _ 	Y	Y	Y	UNKNOWN	C11 atomics family (atomic_compare_exchange_*); untested route through the libc pin — bounded effort	core_reduction.lem step_action	
lean_frontend/generated/Core_reduction.lean	434	step_action	failwithI	TAIL	"TODO[Core_reduction]: CompareExchangeWeak" : action_step) |  LinuxFence  _ => (failwithI 	Y	Y	Y	UNKNOWN	C11 atomics family (atomic_compare_exchange_*); untested route through the libc pin — bounded effort	core_reduction.lem step_action	
lean_frontend/generated/Core_reduction.lean	434	step_action	failwithI	TAIL	"TODO[Core_reduction]: LinuxFence" : action_step) |  LinuxLoad  _  _  _ => (failwithI  "TO	Y	Y	Y	UNREACHABLE-BY-INVARIANT	config/pin: Linux memory-model actions are emitted only for the `__cerbvar_linux_*` builtins, which no standard header declares	core_run/core_reduction Linux* arms; typed-failure design §1.3 group C	
lean_frontend/generated/Core_reduction.lean	434	step_action	failwithI	TAIL	"TODO[Core_reduction]: LinuxLoad" : action_step) |  LinuxStore  _  _  _  _ => (failwithI  	Y	Y	Y	UNREACHABLE-BY-INVARIANT	config/pin: Linux memory-model actions are emitted only for the `__cerbvar_linux_*` builtins, which no standard header declares	core_run/core_reduction Linux* arms; typed-failure design §1.3 group C	
lean_frontend/generated/Core_reduction.lean	434	step_action	failwithI	TAIL	"TODO[Core_reduction]: LinuxStore" : action_step) |  LinuxRMW  _  _  _  _ => (failwithI  "	Y	Y	Y	UNREACHABLE-BY-INVARIANT	config/pin: Linux memory-model actions are emitted only for the `__cerbvar_linux_*` builtins, which no standard header declares	core_run/core_reduction Linux* arms; typed-failure design §1.3 group C	
lean_frontend/generated/Core_reduction.lean	434	step_action	failwithI	TAIL	"TODO[Core_reduction]: LinuxRMW" : action_step) ) 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	config/pin: Linux memory-model actions are emitted only for the `__cerbvar_linux_*` builtins, which no standard header declares	core_run/core_reduction Linux* arms; typed-failure design §1.3 group C	
lean_frontend/generated/Core_reduction.lean	438	break_at_sseq	failwithI	TAIL	"break_at_sseq, Cbound" : Option ((context ×generic_pattern (sym) ×context ×generic_expr (	Y	Y	Y	UNKNOWN	needs the bound-context (Cbound) shape invariant — bounded effort	core_reduction.lem break_at_sseq	
lean_frontend/generated/Core_reduction.lean	489	process_impl_proc	failwithI	NON-TAIL/LAMBDA-BODY	errmsg : Int)     ); 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing (Core builtin signatures): impl-proc integer arguments are OVinteger	core_reduction.lem process_impl_proc; core_typing builtin signatures	
lean_frontend/generated/Core_reduction.lean	490	process_impl_proc	failwithI	TAIL	"TODO Core_reduction ==> any_bounded_int()" : core_step2) |  BuiltinFunction  "errno" => (	Y	Y	Y	UNREACHABLE-BY-INVARIANT	pin: `__cerbvar_any_bounded_int` is a fork/CN builtin no standard header declares	core_reduction.lem process_impl_proc	
lean_frontend/generated/Core_reduction.lean	490	process_impl_proc	failwithI	TAIL	"wrong arguments for __builtin_errno" : core_step2)         ) |  BuiltinFunction  "exit" =	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing (Core builtin signatures): errno takes no arguments	core_reduction.lem process_impl_proc	
lean_frontend/generated/Core_reduction.lean	490	process_impl_proc	failwithI	TAIL	( String.append "Core_reduction, exit given more than one argument ==> "  (stringFromList 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: the libc `exit` wrapper passes one argument (witness exit3.c in libc mode: Specified(3) on both engines)	q3_witness_outputs.txt exit3libc	
lean_frontend/generated/Core_reduction.lean	490	process_impl_proc	failwithI	TAIL	"Core_reduction.process_impl_proc ==> TODO" : core_step2)	Y	Y	Y	UNREACHABLE-BY-INVARIANT	pin: unknown impl-procedure name — the libc/std.core pins declare only the handled builtins	tests/libc/libc.core pin; scripts/libc_prep.sh	
lean_frontend/generated/Core_reduction.lean	494	step_ctx	failwithI	NON-TAIL/ARGUMENT	"end of proc, found an empty Core_run env" : thread_state) |  _  ::  env' =>  {  {  {     	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape (not a theorem): env non-empty (initialised [Map.empty], driver.lem:1571)	driver.lem:1571	
lean_frontend/generated/Core_reduction.lean	494	step_ctx	failwithI	NON-TAIL/LAMBDA-BODY	"Core_reduction ==> Stack_cons" : core_step2)         ) |  (CTX, ( Expr  _ ( Eannot  _ (  	Y	Y	Y	UNREACHABLE-BY-INVARIANT	config: Stack_cons2 frames exist only under concurrency (spawn); with_concurrency is false by default and Driver refuses concurrency	Driver.lean:320; CerbGlobal.lean	
lean_frontend/generated/Core_reduction.lean	494	step_ctx	failwithI	NON-TAIL/ARGUMENT	"Core_reduction step_action returned SeqRMWRequest2" : action_request2 (thread_state))    	Y	Y	Y	UNREACHABLE-BY-INVARIANT	dispatch: step_action never returns SeqRMWRequest2 — the SeqRMW request is built directly by step_ctx (core_reduction.lem:1232)	core_reduction.lem:1196-1198, :1232	
lean_frontend/generated/Core_reduction.lean	494	step_ctx	failwithI	NON-TAIL/LAMBDA-BODY	( String.append "Core_run.step_ctx ==> found a value with ctx <> CTX ==> "                	Y	Y	Y	UNKNOWN	needs the context-decomposition invariant (get_ctx returns CTX for values) — bounded effort	core_reduction.lem step_ctx	
lean_frontend/generated/Core_reduction.lean	494	step_ctx	failwithI	NON-TAIL/LAMBDA-BODY	"TODO(better typing) negative SeqRMW should be forbidden by the typecheck" : core_step2)  	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: the elaborator emits SeqRMW with polarity Pos (core_aux.lem:564 `Paction Pos`)	core_aux.lem:551-564; translation.lem:700	
lean_frontend/generated/Core_reduction.lean	494	step_ctx	failwithI	NON-TAIL/STRUCT-FIELD	"Core_reduction.step_ctx, SeqRMW ==> env is empty" : List (Fmap (sym) (value))) |  x  ::  	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape: env non-empty (driver.lem:1571)	driver.lem:1571	
lean_frontend/generated/Core_reduction.lean	494	step_ctx	failwithI	NON-TAIL/LAMBDA-BODY	"TODO: NO_BOUND (SeqRMW)" : thread_state) |  BOUND_NO_SSEQ  ctx_bound  ctxA => (          	Y	Y	Y	UNKNOWN	needs the bound-context invariant for SeqRMW/negative actions — bounded effort (a plain `_Atomic int x; x += 1;` passes: witness atomic_rmw.c Specified(1) both engines)	q3_witness_outputs.txt atomic_rmw; core_reduction.lem:864-884	
lean_frontend/generated/Core_reduction.lean	494	step_ctx	failwithI	NON-TAIL/LAMBDA-BODY	"TODO: NO_BOUND (Neg)" : core_step2) |  BOUND_NO_SSEQ  ctx_bound  ctxA => (               	Y	Y	Y	UNKNOWN	needs the bound-context invariant for SeqRMW/negative actions — bounded effort (a plain `_Atomic int x; x += 1;` passes: witness atomic_rmw.c Specified(1) both engines)	q3_witness_outputs.txt atomic_rmw; core_reduction.lem:864-884	
lean_frontend/generated/Core_reduction.lean	494	step_ctx	failwithI	NON-TAIL/LET-BOUND	"Core_reduction ==> Erun outside of a proc" : sym)                 ;                /-  re	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing (Core): Erun refers to a label of the enclosing procedure; Core typing checks labels within procs	core_typing.lem Erun/Esave rules; core_reduction.lem:1415	
lean_frontend/generated/Core_reduction.lean	494	step_ctx	failwithI	NON-TAIL/LAMBDA-BODY	( String.append "STUCK ==> "  (CerbPP.stringFromCore_expr  expr1)) : core_step2) |  some (	Y	Y	Y	UNKNOWN	needs a Core progress theorem for the sequential fragment — bounded effort	core_reduction.lem step_ctx STUCK arm	
lean_frontend/generated/Core_reduction_aux.lean	51	step_fs_proc	failwithI	NON-TAIL/LAMBDA-BODY	errmsg : Char)         ) |  _ => (failwithI  errmsg : Char)   ); 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	51	step_fs_proc	failwithI	NON-TAIL/LAMBDA-BODY	errmsg : Char)   ); 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	52	step_fs_proc	failwithI	NON-TAIL/LAMBDA-BODY	errmsg : Int)     ); 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	NON-TAIL/LAMBDA-BODY	"Core_reduction, printf the second argument should be a list of (ctype, pointer) pairs" : 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	( String.append "Core_reduction, printf giving arguments of wrong types ==> "  (stringFrom	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	( String.append "Core_reduction, vprintf giving arguments of wrong types ==> "  (stringFro	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	( String.append "Core_reduction, vsnprintf giving arguments of wrong types ==> "  (stringF	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"Core_reduction, rename" : fs_oper)         ) |  BuiltinFunction  "mkdir" => (         mat	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"mkdir" : fs_oper)         ) |  BuiltinFunction  "umask" => (         match  cvals with  |	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"pread" : fs_oper)         ) |  BuiltinFunction  "chmod" => (         match  cvals with  |	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"chmod" : fs_oper)         ) |  BuiltinFunction  "chdir" => (         match  cvals with  |	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"chdir" : fs_oper)         ) |  BuiltinFunction  "chown" => (         match  cvals with  |	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"chown" : fs_oper)         ) |  BuiltinFunction  "opendir" => (         match  cvals with 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"opendir" : fs_oper)         ) |  BuiltinFunction  "readdir" => (         match  cvals wit	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"readdir" : fs_oper)         ) |  BuiltinFunction  "rewinddir" => (         match  cvals w	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"rewinddir" : fs_oper)         ) |  BuiltinFunction  "closedir" => (         match  cvals 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"closedir" : fs_oper)         ) |  BuiltinFunction  "open" => (         match  cvals with 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"open" : fs_oper)         ) |  BuiltinFunction  "close" => (         match  cvals with  | 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"close" : fs_oper)         ) |  BuiltinFunction  "write" => (         match  cvals with  |	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"write" : fs_oper)         ) |  BuiltinFunction  "read" => (         match  cvals with  | 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"read" : fs_oper)         ) |  BuiltinFunction  "pwrite" => (         match  cvals with  |	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"pwrite" : fs_oper)         ) |  BuiltinFunction  "pread" => (         match  cvals with  	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"pread" : fs_oper)         ) |  BuiltinFunction  "link" => (         match  cvals with  | 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"link" : fs_oper)         ) |  BuiltinFunction  "readlink" => (         match  cvals with 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"readlink" : fs_oper)         ) |  BuiltinFunction  "stat" => (         match  cvals with 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"stat" : fs_oper)         ) |  BuiltinFunction  "lstat" => (         match  cvals with  | 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"lstat" : fs_oper)         ) |  BuiltinFunction  "symlink" => (         match  cvals with 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"symlink" : fs_oper)         ) |  BuiltinFunction  "rmdir" => (         match  cvals with 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"rmdir" : fs_oper)         ) |  BuiltinFunction  "truncate" => (         match  cvals with	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"truncate" : fs_oper)         ) |  BuiltinFunction  "unlink" => (         match  cvals wit	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"unlink" : fs_oper)         ) |  BuiltinFunction  "lseek" => (         match  cvals with  	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"lseek" : fs_oper)         ) |  BuiltinFunction  str => (failwithI  ( String.append "Core_	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/pin: argument-shape arms for the fs/printf builtins — the libc wrappers (pinned libc.core) pass the typed shapes; Core typing of builtin arguments	core_reduction_aux.lem step_fs_proc; tests/libc/libc.core	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	( String.append "Core_reduction_aux.step_fs_proc ==> BuiltinFunction: "  str) : fs_oper) |	Y	Y	Y	UNREACHABLE-BY-INVARIANT	pin: unknown FS builtin name — the libc pin declares only the handled ones	tests/libc/libc.core pin	
lean_frontend/generated/Core_reduction_aux.lean	53	step_fs_proc	failwithI	TAIL	"Core_reduction_aux.step_fs_proc ==> NOT an FS function" : fs_oper)	Y	Y	Y	UNREACHABLE-BY-INVARIANT	dispatch: step_fs_proc is called only for the FS builtin names	core_reduction_aux.lem step_fs_proc caller guard	
lean_frontend/generated/Core_run_aux.lean	266	subst_wait_stack	failwithI	TAIL	"subst_wait_stack ==> Stack_cons2" : stack a)	Y	Y	N	UNREACHABLE-BY-INVARIANT	config: Stack_cons2 / additional-synchronizes-with bookkeeping exist only for spawned threads; concurrency is refused by default	Driver.lean:320; CerbGlobal.lean with_concurrency	
lean_frontend/generated/Core_run_aux.lean	472	add_to_asw_lemFuel	failwithI	NON-TAIL/ARGUMENT	"Core_run_aux.add_to_asw, Ebound" : generic_expr_ (core_run_annotation) (Unit) (sym)) |  E	Y	Y	N	UNREACHABLE-BY-INVARIANT	config: Stack_cons2 / additional-synchronizes-with bookkeeping exist only for spawned threads; concurrency is refused by default	Driver.lean:320; CerbGlobal.lean with_concurrency	
lean_frontend/generated/Core_run_aux.lean	472	add_to_asw_lemFuel	failwithI	NON-TAIL/ARGUMENT	"Core_run_aux.add_to_asw, Eannot" : generic_expr_ (core_run_annotation) (Unit) (sym)) |  E	Y	Y	N	UNREACHABLE-BY-INVARIANT	config: Stack_cons2 / additional-synchronizes-with bookkeeping exist only for spawned threads; concurrency is refused by default	Driver.lean:320; CerbGlobal.lean with_concurrency	
lean_frontend/generated/Core_run_aux.lean	472	add_to_asw_lemFuel	failwithI	NON-TAIL/ARGUMENT	"Core_run_aux.add_to_asw, Eexcluded" : generic_expr_ (core_run_annotation) (Unit) (sym))  	Y	Y	N	UNREACHABLE-BY-INVARIANT	config: Stack_cons2 / additional-synchronizes-with bookkeeping exist only for spawned threads; concurrency is refused by default	Driver.lean:320; CerbGlobal.lean with_concurrency	
lean_frontend/generated/Core_run_aux.lean	484	add_to_asw_stack	failwithI	TAIL	"add_to_asw_stack ==> Stack_cons2" : stack (core_run_annotation))         else      sk) 	Y	Y	N	UNREACHABLE-BY-INVARIANT	config: Stack_cons2 / additional-synchronizes-with bookkeeping exist only for spawned threads; concurrency is refused by default	Driver.lean:320; CerbGlobal.lean with_concurrency	
